Member_Id,ListAs,DisplayAs,FullTitle
203,"Hill, Keith",Keith Hill,Keith Hill
1524,"Hillier, Meg",Meg Hillier,Meg Hillier MP
3925,"Hilling, Julie",Julie Hilling,Julie Hilling MP
423,"Hinchliffe, David",Mr David Hinchliffe,Mr David Hinchliffe
866,"Hind, Kenneth",Kenneth Hind,Kenneth Hind
3969,"Hinds, Damian",Damian Hinds,Damian Hinds MP
867,"Hirst, Michael",Sir Michael Hirst,Sir Michael Hirst
1414,"Hoban, Mark",Mr Mark Hoban,Mr Mark Hoban MP
140,"Hodge, Margaret",Margaret Hodge,Rt Hon Margaret Hodge MP
1521,"Hodgson, Sharon",Mrs Sharon Hodgson,Mrs Sharon Hodgson MP
1651,"Hodgson of Astley Abbotts, L.",Lord Hodgson of Astley Abbotts,The Lord Hodgson of Astley Abbotts CBE
210,"Hoey, Kate",Kate Hoey,Kate Hoey MP
349,"Hogg, Douglas",Mr Douglas Hogg,Mr Douglas Hogg
1131,"Hogg, Norman",Norman Hogg,Norman Hogg
1047,"Holland, Philip",Sir Philip Holland,Sir Philip Holland
712,"Holland, Stuart",Stuart Holland,Stuart Holland
4016,"Hollingbery, George",George Hollingbery,George Hollingbery MP
1652,"Hollingworth, John",John  Hollingworth,John  Hollingworth
1537,"Hollobone, Philip",Mr Philip Hollobone,Mr Philip Hollobone MP
1522,"Holloway, Adam",Mr Adam Holloway,Mr Adam Holloway MP
1404,"Holmes, Paul",Paul Holmes,Paul Holmes
1653,"Holt, Mary",Mary  Holt,Mary  Holt
728,"Holt, Richard",Richard Holt,Richard Holt
594,"Home Robertson, John",Mr John Home Robertson,Mr John Home Robertson
868,"Homewood, Bill",Bill Homewood,Bill Homewood
582,"Hood, Jim",Mr Jim Hood,Mr Jim Hood MP
869,"Hooley, Frank",Frank Hooley,Frank Hooley
357,"Hoon, Geoffrey",Mr Geoffrey Hoon,Mr Geoffrey Hoon
1654,"Hooson, L.",Lord Hooson,The Lord Hooson QC
870,"Hooson, Tom",Tom Hooson,Tom Hooson
351,"Hope, Phil",Phil Hope,Phil Hope
1655,"Hopkins, Alan",Alan  Hopkins,Alan  Hopkins
2,"Hopkins, Kelvin",Kelvin Hopkins,Kelvin Hopkins MP
4043,"Hopkins, Kris",Kris Hopkins,Kris Hopkins MP
196,"Horam, L.",Lord Horam,The Lord Horam
871,"Hordern, Peter",Sir Peter Hordern,Rt Hon Sir Peter Hordern
1499,"Horwood, Martin",Martin Horwood,Martin Horwood MP
1514,"Hosie, Stewart",Stewart Hosie,Stewart Hosie MP
82,"Howard of Lympne, L.",Lord Howard of Lympne,The Rt Hon. the Lord Howard of Lympne CH QC
1495,"Howarth, David",David Howarth,David Howarth
481,"Howarth, George",Mr George Howarth,Rt Hon George Howarth MP
47,"Howarth, Gerald",Sir Gerald Howarth,Sir Gerald Howarth MP
1656,"Howarth, Robert",Robert  Howarth,Robert  Howarth
544,"Howarth of Newport, L.",Lord Howarth of Newport,The Rt Hon. the Lord Howarth of Newport CBE
872,"Howe of Aberavon, L.",Lord Howe of Aberavon,The Rt Hon. the Lord Howe of Aberavon CH QC
997,"Howell, Denis",Denis Howell,Rt Hon Denis Howell
1606,"Howell, John",John Howell,John Howell MP
1048,"Howell, Ralph",Sir Ralph Howell,Sir Ralph Howell
993,"Howell of Guildford, L.",Lord Howell of Guildford,The Rt Hon. the Lord Howell of Guildford
1102,"Howells, Geraint",Geraint Howells,Geraint Howells
556,"Howells, Kim",Dr Kim Howells,Dr Kim Howells
1657,"Howie of Troon, L.",Lord Howie of Troon,The Lord Howie of Troon
1000,"Hoyle, L.",Lord Hoyle,The Lord Hoyle
467,"Hoyle, Lindsay",Mr Lindsay Hoyle,Rt Hon Lindsay Hoyle MP
873,"Hubbard-Miles, Peter",Peter Hubbard-Miles,Peter Hubbard-Miles
874,"Huckfield, Les",Les Huckfield,Les Huckfield
1004,"Hudson Davies, Ednyfed",Ednyfed Hudson Davies,Ednyfed Hudson Davies
1163,"Hughes, John",John Hughes,John Hughes
391,"Hughes, Kevin",Mr Kevin Hughes,Mr Kevin Hughes
1075,"Hughes, Mark",Dr Mark Hughes,Dr Mark Hughes
980,"Hughes, Robert G.",Robert G. Hughes,Robert G. Hughes
1063,"Hughes, Roy",Roy Hughes,Roy Hughes
717,"Hughes, Sean",Sean Hughes,Sean Hughes
194,"Hughes, Simon",Simon Hughes,Rt Hon Simon Hughes MP
459,"Hughes of Stretford, B.",Baroness Hughes of Stretford,The Rt Hon. the Baroness Hughes of Stretford
1051,"Hughes of Woodside, L.",Lord Hughes of Woodside,The Lord Hughes of Woodside
1517,"Huhne, Chris",Chris Huhne,Rt Hon Chris Huhne
464,"Humble, Joan",Mrs Joan Humble,Mrs Joan Humble
649,"Hume, John",Mr John Hume,Mr John Hume
1572,"Hunt, Jeremy",Mr Jeremy Hunt,Rt Hon Jeremy Hunt MP
1024,"Hunt, John",Sir John Hunt,Sir John Hunt
4111,"Hunt, Tristram",Tristram Hunt,Tristram Hunt MP
994,"Hunt of Wirral, L.",Lord Hunt of Wirral,The Rt Hon. the Lord Hunt of Wirral MBE
48,"Hunter, Andrew",Mr Andrew Hunter,Mr Andrew Hunter
1598,"Hunter, Mark",Mark Hunter,Mark Hunter MP
3931,"Huppert, Julian",Dr Julian Huppert,Dr Julian Huppert MP
1561,"Hurd, Nick",Mr Nick Hurd,Mr Nick Hurd MP
875,"Hurd of Westwell, L.",Lord Hurd of Westwell,The Rt Hon. the Lord Hurd of Westwell CH CBE
32,"Hurst, Alan",Mr Alan Hurst,Mr Alan Hurst
494,"Hutton of Furness, L.",Lord Hutton of Furness,The Rt Hon. the Lord Hutton of Furness
438,"Iddon, Brian",Dr Brian Iddon,Dr Brian Iddon
386,"Illsley, Eric",Mr Eric Illsley,Mr Eric Illsley
593,"Ingram, Adam",Mr Adam Ingram,Mr Adam Ingram
1476,"Irranca-Davies, Huw",Huw Irranca-Davies,Huw Irranca-Davies MP
878,"Irvine, Bryant Godman",Sir Bryant Godman Irvine,Rt Hon Sir Bryant Godman Irvine
876,"Irvine, Michael",Michael Irvine,Michael Irvine
877,"Irving, Charles",Sir Charles Irving,Sir Charles Irving
468,"Jack, Michael",Mr Michael Jack,Mr Michael Jack
175,"Jackson, Glenda",Glenda Jackson,Glenda Jackson MP
399,"Jackson, Helen",Helen Jackson,Helen Jackson
1658,"Jackson, Peter",Peter  Jackson,Peter  Jackson
97,"Jackson, Robert",Mr Robert Jackson,Mr Robert Jackson
1551,"Jackson, Stewart",Mr Stewart Jackson,Mr Stewart Jackson MP
4115,"James, Margot",Margot James,Margot James MP
1573,"James, Siân C.",Mrs Siân C. James,Mrs Siân C. James MP
4011,"Jamieson, Cathy",Cathy Jamieson,Cathy Jamieson MP
232,"Jamieson, David",Mr David Jamieson,Mr David Jamieson
879,"Janman, Tim",Tim Janman,Tim Janman
880,"Janner of Braunstone, L.",Lord Janner of Braunstone,The Lord Janner of Braunstone QC
4243,"Jarvis, Dan",Dan Jarvis,Dan Jarvis MP
3945,"Javid, Sajid",Sajid Javid,Rt Hon Sajid Javid MP
881,"Jay, Douglas",Douglas Jay,Rt Hon Douglas Jay
40,"Jenkin, Bernard",Mr Bernard Jenkin,Mr Bernard Jenkin MP
1097,"Jenkin of Roding, L.",Lord Jenkin of Roding,The Rt Hon. the Lord Jenkin of Roding
289,"Jenkins, Brian",Mr Brian Jenkins,Mr Brian Jenkins
732,"Jenkins, Roy",Roy Jenkins,Rt Hon Roy Jenkins
4320,"Jenrick, Robert",Robert Jenrick,Robert Jenrick MP
1069,"Jessel, Toby",Toby Jessel,Toby Jessel
708,"John, Brynmor",Brynmor John,Brynmor John
376,"Johnson, Alan",Alan Johnson,Rt Hon Alan Johnson MP
1423,"Johnson, Boris",Mr Boris Johnson,Mr Boris Johnson
1533,"Johnson, Diana",Diana Johnson,Diana Johnson MP
3970,"Johnson, Gareth",Gareth Johnson,Gareth Johnson MP
1014,"Johnson, James",James Johnson,James Johnson
4039,"Johnson, Joseph",Joseph Johnson,Joseph Johnson MP
74,"Johnson, Melanie",Miss Melanie Johnson,Miss Melanie Johnson
1073,"Johnson, Walter",Walter Johnson,Walter Johnson
29,"Johnson Smith, Geoffrey",Sir Geoffrey Johnson Smith,Sir Geoffrey Johnson Smith
996,"Johnston, Russell",Sir Russell Johnston,Sir Russell Johnston
1071,"Jones, Alec",Alec Jones,Rt Hon Alec Jones
3996,"Jones, Andrew",Andrew Jones,Andrew Jones MP
991,"Jones, Dan",Dan Jones,Dan Jones
1502,"Jones, David",Mr David Jones,Rt Hon David Jones MP
362,"Jones, Fiona",Ms Fiona Jones,Ms Fiona Jones
3999,"Jones, Graham",Graham Jones,Graham Jones MP
1147,"Jones, Gwilym",Gwilym Jones,Gwilym Jones
1659,"Jones, Gwynoro",Gwynoro  Jones,Gwynoro  Jones
432,"Jones, Helen",Helen Jones,Helen Jones MP
550,"Jones, Ieuan Wyn",Mr Ieuan Wyn Jones,Mr Ieuan Wyn Jones
323,"Jones, Jenny",Ms Jenny Jones,Ms Jenny Jones
560,"Jones, Jon Owen",Mr Jon Owen Jones,Mr Jon Owen Jones
1438,"Jones, Kevan",Mr Kevan Jones,Mr Kevan Jones MP
530,"Jones, L.",Lord Jones,The Rt Hon. the Lord Jones
303,"Jones, Lynne",Lynne Jones,Lynne Jones
4024,"Jones, Marcus",Mr Marcus Jones,Mr Marcus Jones MP
531,"Jones, Martyn",Mr Martyn Jones,Mr Martyn Jones
1148,"Jones, Robert",Robert Jones,Robert Jones
3956,"Jones, Susan Elan",Susan Elan Jones,Susan Elan Jones MP
248,"Jones of Cheltenham, L.",Lord Jones of Cheltenham,The Lord Jones of Cheltenham
883,"Jopling, L.",Lord Jopling,The Rt Hon. the Lord Jopling DL
2976,"Joseph, L.",Lord Joseph,The Lord Joseph
159,"Jowell, Tessa",Dame  Tessa Jowell,Rt Hon Dame  Tessa Jowell MP
603,"Joyce, Eric",Eric Joyce,Eric Joyce MP
1660,"Judd, L.",Lord Judd,The Lord Judd
885,"Kaberry, Donald",Sir Donald Kaberry,Sir Donald Kaberry
4316,"Kane, Mike",Mike Kane,Mike Kane MP
451,"Kaufman, Gerald",Sir Gerald Kaufman,Rt Hon Sir Gerald Kaufman MP
1566,"Kawczynski, Daniel",Daniel Kawczynski,Daniel Kawczynski MP
354,"Keeble, Sally",Ms Sally Keeble,Ms Sally Keeble
1588,"Keeley, Barbara",Barbara Keeley,Barbara Keeley MP
169,"Keen, Alan",Alan Keen,Alan Keen
148,"Keen, Ann",Ann Keen,Ann Keen
266,"Keetch, Paul",Mr Paul Keetch,Mr Paul Keetch
886,"Kellett-Bowman, Elaine",Dame  Elaine Kellett-Bowman,Dame  Elaine Kellett-Bowman
3975,"Kelly, Chris",Chris Kelly,Chris Kelly MP
439,"Kelly, Ruth",Ruth Kelly,Ruth Kelly
519,"Kemp, Fraser",Mr Fraser Kemp,Mr Fraser Kemp
4026,"Kendall, Liz",Liz Kendall,Liz Kendall MP
634,"Kennedy, Charles",Mr Charles Kennedy,Rt Hon Charles Kennedy MP
486,"Kennedy, Jane",Jane Kennedy,Jane Kennedy
887,"Kerr, Russell",Russell Kerr,Russell Kerr
888,"Kershaw, Anthony",Sir Anthony Kershaw,Sir Anthony Kershaw
262,"Key, Robert",Robert Key,Robert Key
162,"Khabra, Piara S",Mr Piara S Khabra,Mr Piara S Khabra
1577,"Khan, Sadiq",Sadiq Khan,Rt Hon Sadiq Khan MP
283,"Kidney, David",Mr David Kidney,Mr David Kidney
657,"Kilclooney, L.",Lord Kilclooney,The Rt Hon. the Lord Kilclooney
695,"Kilfedder, James",Sir James Kilfedder,Sir James Kilfedder
485,"Kilfoyle, Peter",Mr Peter Kilfoyle,Mr Peter Kilfoyle
889,"Kilroy-Silk, Robert",Robert Kilroy-Silk,Robert Kilroy-Silk
890,"Kimball, L.",Lord Kimball,The Lord Kimball DL
292,"King, Andy",Andy King,Andy King
1149,"King, Roger",Roger King,Roger King
143,"King of Bow, B.",Baroness King of Bow,The Baroness King of Bow
254,"King of Bridgwater, L.",Lord King of Bridgwater,The Rt Hon. the Lord King of Bridgwater CH
251,"Kingham, Tess",Ms Tess Kingham,Ms Tess Kingham
693,"Kinnock, L.",Lord Kinnock,The Rt Hon. the Lord Kinnock
3929,"Kirby, Simon",Simon Kirby,Simon Kirby MP
265,"Kirkbride, Julie",Julie Kirkbride,Julie Kirkbride
891,"Kirkhope, Timothy",Timothy Kirkhope,Timothy Kirkhope
635,"Kirkwood of Kirkhope, L.",Lord Kirkwood of Kirkhope,The Lord Kirkwood of Kirkhope
1070,"Kitson, Timothy",Sir Timothy Kitson,Sir Timothy Kitson
1208,"Knapman, Roger",Mr Roger Knapman,Mr Roger Knapman
1167,"Knight, Angela",Mrs Angela Knight,Mrs Angela Knight
1200,"Knight, Greg",Sir Greg Knight,Rt Hon Sir Greg Knight MP
2093,"Knight of Collingtree, B.",Baroness Knight of Collingtree,The Baroness Knight of Collingtree DBE
4160,"Knight of Weymouth, L.",Lord Knight of Weymouth,The Rt Hon. the Lord Knight of Weymouth
1150,"Knowles, Michael",Michael Knowles,Michael Knowles
995,"Knox, David",Sir David Knox,Sir David Knox
1557,"Kramer, B.",Baroness Kramer,The Rt Hon. the Baroness Kramer
502,"Kumar, Ashok",Dr Ashok Kumar,Dr Ashok Kumar
4134,"Kwarteng, Kwasi",Kwasi Kwarteng,Kwasi Kwarteng MP
1168,"Kynoch, George",George Kynoch,George Kynoch
90,"Ladyman, Stephen",Dr Stephen Ladyman,Dr Stephen Ladyman
36,"Laing, Eleanor",Mrs Eleanor Laing,Mrs Eleanor Laing MP
142,"Lait, Jacqui",Mrs Jacqui Lait,Mrs Jacqui Lait
1439,"Lamb, Norman",Norman Lamb,Rt Hon Norman Lamb MP
892,"Lambie, David",David Lambie,David Lambie
893,"Lamborn, Harry",Harry Lamborn,Harry Lamborn
206,"Lammy, David",Mr David Lammy,Rt Hon David Lammy MP
894,"Lamond, James",James Lamond,James Lamond
895,"Lamont of Lerwick, L.",Lord Lamont of Lerwick,The Rt Hon. the Lord Lamont of Lerwick
1544,"Lancaster, Mark",Mark Lancaster,Mark Lancaster MP
896,"Lang of Monkton, L.",Lord Lang of Monkton,The Rt Hon. the Lord Lang of Monkton DL
897,"Langford-Holt, John",Sir John Langford-Holt,Sir John Langford-Holt
123,"Lansley, Andrew",Mr Andrew Lansley,Rt Hon Andrew Lansley MP
1661,"Latham, Arthur",Arthur  Latham,Arthur  Latham
1033,"Latham, Michael",Sir Michael Latham,Sir Michael Latham
4025,"Latham, Pauline",Pauline Latham,Pauline Latham MP
4139,"Lavery, Ian",Ian Lavery,Ian Lavery MP
1485,"Law, Peter",Peter Law,Peter Law
898,"Lawler, Geoffrey",Geoffrey Lawler,Geoffrey Lawler
1013,"Lawrence, Ivan",Sir Ivan Lawrence,Sir Ivan Lawrence
540,"Lawrence, Jackie",Mrs Jackie Lawrence,Mrs Jackie Lawrence
1473,"Laws, David",Mr David Laws,Rt Hon David Laws MP
1039,"Lawson of Blaby, L.",Lord Lawson of Blaby,The Rt Hon. the Lord Lawson of Blaby
327,"Laxton, Bob",Mr Bob Laxton,Mr Bob Laxton
1411,"Lazarowicz, Mark",Mark Lazarowicz,Mark Lazarowicz MP
899,"Le Marchant, Spencer",Sir Spencer Le Marchant,Sir Spencer Le Marchant
900,"Leadbitter, Ted",Ted Leadbitter,Ted Leadbitter
4117,"Leadsom, Andrea",Andrea Leadsom,Andrea Leadsom MP
3993,"Lee, Jessica",Jessica Lee,Jessica Lee MP
1662,"Lee, John",John Lee,John Lee
3921,"Lee, Phillip",Dr Phillip Lee,Dr Phillip Lee MP
1132,"Lee of Trafford, L.",Lord Lee of Trafford,The Lord Lee of Trafford DL
1543,"Leech, John",Mr John Leech,Mr John Leech MP
4109,"Lefroy, Jeremy",Jeremy Lefroy,Jeremy Lefroy MP
901,"Legg, Barry",Barry Legg,Barry Legg
345,"Leigh, Edward",Sir Edward Leigh,Sir Edward Leigh MP
689,"Leighton, Ron",Ron Leighton,Ron Leighton
902,"Lennox-Boyd, Mark",Sir Mark Lennox-Boyd,Sir Mark Lennox-Boyd
1663,"Leonard, Richard",Richard  Leonard,Richard  Leonard
24,"Lepper, David",David Lepper,David Lepper
3933,"Leslie, Charlotte",Charlotte Leslie,Charlotte Leslie MP
422,"Leslie, Chris",Chris Leslie,Chris Leslie MP
903,"Lester, James",Sir James Lester,Sir James Lester
2465,"Lestor of Eccles, B.",Baroness Lestor of Eccles,The Baroness Lestor of Eccles
247,"Letwin, Oliver",Mr Oliver Letwin,Rt Hon Oliver Letwin MP
2954,"Lever of Manchester, L.",Lord Lever of Manchester,The Lord Lever of Manchester
330,"Levitt, Tom",Tom Levitt,Tom Levitt
4277,"Lewell-Buck, Emma",Mrs Emma Lewell-Buck,Mrs Emma Lewell-Buck MP
985,"Lewis, Arthur",Arthur Lewis,Arthur Lewis
4009,"Lewis, Brandon",Brandon Lewis,Brandon Lewis MP
441,"Lewis, Ivan",Mr Ivan Lewis,Mr Ivan Lewis MP
54,"Lewis, Julian",Dr Julian Lewis,Dr Julian Lewis MP
1027,"Lewis, Kenneth",Sir Kenneth Lewis,Sir Kenneth Lewis
1059,"Lewis, Ron",Ron Lewis,Ron Lewis
461,"Lewis, Terry",Mr Terry Lewis,Mr Terry Lewis
573,"Liddell of Coatdyke, B.",Baroness Liddell of Coatdyke,The Rt Hon. the Baroness Liddell of Coatdyke
1396,"Liddell-Grainger, Ian",Mr Ian Liddell-Grainger,Mr Ian Liddell-Grainger MP
15,"Lidington, David",Mr David Lidington,Rt Hon David Lidington MP
699,"Lightbown, David",Sir David Lightbown,Sir David Lightbown
68,"Lilley, Peter",Mr Peter Lilley,Rt Hon Peter Lilley MP
141,"Linton, Martin",Martin Linton,Martin Linton
1125,"Litherland, Robert",Robert Litherland,Robert Litherland
145,"Livingstone, Ken",Mr Ken Livingstone,Mr Ken Livingstone
558,"Livsey of Talgarth, L.",Lord Livsey of Talgarth,The Lord Livsey of Talgarth CBE
1010,"Lloyd, Ian",Sir Ian Lloyd,Sir Ian Lloyd
51,"Lloyd, Peter",Sir Peter Lloyd,Rt Hon Sir Peter Lloyd
3968,"Lloyd, Stephen",Stephen Lloyd,Stephen Lloyd MP
450,"Lloyd, Tony",Tony Lloyd,Tony Lloyd
549,"Llwyd, Elfyn",Mr Elfyn Llwyd,Rt Hon Elfyn Llwyd MP
272,"Lock, David",Mr David Lock,Mr David Lock
905,"Lofthouse of Pontefract, L.",Lord Lofthouse of Pontefract,The Lord Lofthouse of Pontefract
3920,"Long, Naomi",Naomi Long,Naomi Long MP
1664,"Longbottom, Charles",Charles  Longbottom,Charles  Longbottom
3989,"Lopresti, Jack",Jack Lopresti,Jack Lopresti MP
4090,"Lord, Jonathan",Jonathan Lord,Jonathan Lord MP
259,"Lothian, M.",Marquess of Lothian,The Most Hon. the Marquess of Lothian QC
114,"Loughton, Tim",Tim Loughton,Tim Loughton MP
164,"Love, Andrew",Mr Andrew Love,Mr Andrew Love MP
906,"Loveridge, John",Sir John Loveridge,Sir John Loveridge
907,"Loyden, Eddie",Eddie Loyden,Eddie Loyden
3930,"Lucas, Caroline",Caroline Lucas,Caroline Lucas MP
1470,"Lucas, Ian",Ian Lucas,Ian Lucas MP
908,"Luce, L.",Lord Luce,The Rt Hon. the Lord Luce KG GCVO DL
268,"Luff, Peter",Sir Peter Luff,Sir Peter Luff MP
1407,"Luke, Iain",Mr Iain Luke,Mr Iain Luke
4023,"Lumley, Karen",Karen Lumley,Karen Lumley MP
5,"Lyell of Markyate, L.",The Lord Lyell of Markyate,The Rt Hon. the Lord Lyell of Markyate QC
1256,"Lynne, Liz",Liz Lynne,Liz Lynne
1372,"Lyon, Alex",Alex Lyon,Alex Lyon
1183,"Lyons, Edward",Edward Lyons,Edward Lyons
1457,"Lyons, John",Mr John Lyons,Mr John Lyons
909,"Mabon, Jesse Dickson",Jesse Dickson Mabon,Rt Hon Jesse Dickson Mabon
1354,"McAdden, Stephen",Sir Stephen McAdden,Sir Stephen McAdden
589,"McAllion, John",Mr John McAllion,Mr John McAllion
4158,"McAvoy, L.",Lord McAvoy,The Rt Hon. the Lord McAvoy
298,"McCabe, Steve",Steve McCabe,Steve McCabe MP
405,"McCafferty, Chris",Chris McCafferty,Chris McCafferty
3963,"McCann, Michael",Mr Michael McCann,Mr Michael McCann MP
1491,"McCarthy, Kerry",Kerry McCarthy,Kerry McCarthy MP
1553,"McCarthy-Fry, Sarah",Sarah McCarthy-Fry,Sarah McCarthy-Fry
1313,"McCartney, Hugh",Hugh McCartney,Hugh McCartney
448,"McCartney, Ian",Sir Ian McCartney,Sir Ian McCartney
3953,"McCartney, Jason",Jason McCartney,Jason McCartney MP
4028,"McCartney, Karl",Karl McCartney,Karl McCartney MP
654,"McCartney, Robert",Mr Robert McCartney,Mr Robert McCartney
3949,"McClymont, Gregg",Gregg McClymont,Gregg McClymont MP
1666,"MacCormick, Iain",Iain  MacCormick,Iain  MacCormick
655,"McCrea, William",Dr William McCrea,Dr William McCrea MP
1186,"McCrindle, Robert",Sir Robert McCrindle,Sir Robert McCrindle
916,"McCurley, Anna",Anna McCurley,Anna McCurley
714,"McCusker, Harold",Harold McCusker,Harold McCusker
193,"McDonagh, Siobhain",Siobhain McDonagh,Siobhain McDonagh MP
4269,"McDonald, Andy",Andy McDonald,Andy McDonald MP
1364,"McDonald, Oonagh",Dr Oonagh McDonald,Dr Oonagh McDonald
641,"MacDonald, Calum",Dr Calum MacDonald,Dr Calum MacDonald
1667,"MacDonald, Margo",Margo  MacDonald,Margo  MacDonald
1596,"McDonnell, Alasdair",Dr Alasdair McDonnell,Dr Alasdair McDonnell MP
178,"McDonnell, John",John McDonnell,John McDonnell MP
1402,"MacDougall, John",Mr John MacDougall,Mr John MacDougall
917,"McElhone, Frank",Frank McElhone,Frank McElhone
977,"McElhone, Helen",Mrs Helen McElhone,Mrs Helen McElhone
1587,"McFadden, Pat",Mr Pat McFadden,Rt Hon Pat McFadden MP
4148,"McFall of Alcluith, L.",Lord McFall of Alcluith,The Rt Hon. the Lord McFall of Alcluith
1295,"Macfarlane, Neil",Sir Neil Macfarlane,Sir Neil Macfarlane
1668,"MacFarquhar, Roderick",Roderick  MacFarquhar,Roderick  MacFarquhar
4083,"McGovern, Alison",Alison McGovern,Alison McGovern MP
1515,"McGovern, Jim",Jim McGovern,Jim McGovern MP
656,"McGrady, Eddie",Mr Eddie McGrady,Mr Eddie McGrady
131,"MacGregor of Pulham Market, L.",Lord MacGregor of Pulham Market,The Rt Hon. the Lord MacGregor of Pulham Market OBE
651,"McGuinness, Martin",Mr Martin McGuinness,Mr Martin McGuinness
636,"McGuire, Anne",Dame  Anne McGuire,Rt Hon Dame  Anne McGuire MP
1330,"McGuire, Michael",Michael McGuire,Michael McGuire
4342,"McInnes, Liz",Liz McInnes,Liz McInnes MP
384,"McIntosh, Anne",Miss Anne McIntosh,Miss Anne McIntosh MP
370,"McIsaac, Shona",Shona McIsaac,Shona McIsaac
918,"McKay, Allen",Allen McKay,Allen McKay
7,"Mackay, Andrew",Mr Andrew Mackay,Mr Andrew Mackay
1133,"Mackay, John",John Mackay,Rt Hon John Mackay
1419,"McKechin, Ann",Ann McKechin,Ann McKechin MP
1246,"McKelvey, William",William McKelvey,William McKelvey
584,"McKenna, Rosemary",Rosemary McKenna,Rosemary McKenna
4246,"McKenzie, Iain",Iain McKenzie,Iain McKenzie MP
1350,"Mackenzie, Gregor",Gregor Mackenzie,Rt Hon Gregor Mackenzie
1669,"Mackie of Benshie, L.",Lord Mackie of Benshie,The Lord Mackie of Benshie CBE DSO DFC
45,"Mackinlay, Andrew",Andrew Mackinlay,Andrew Mackinlay
4125,"McKinnell, Catherine",Catherine McKinnell,Catherine McKinnell MP
580,"McLeish, Henry",Mr Henry McLeish,Rt Hon Henry McLeish
578,"Maclennan of Rogart, L.",Lord Maclennan of Rogart,The Rt Hon. the Lord Maclennan of Rogart
3927,"Macleod, Mary",Mary Macleod,Mary Macleod MP
333,"McLoughlin, Patrick",Mr Patrick McLoughlin,Rt Hon Patrick McLoughlin MP
1319,"McMahon, Andy",Andy McMahon,Andy McMahon
1670,"McManus, Francis",Francis  McManus,Francis  McManus
667,"McMaster, Gordon",Gordon McMaster,Gordon McMaster
1317,"McMillan, Thomas",Thomas McMillan,Thomas McMillan
910,"Macmillan of Ovenden, Viscount",Viscount Macmillan of Ovenden,Rt Hon Viscount Macmillan of Ovenden
1290,"McNair-Wilson, Michael",Sir Michael McNair-Wilson,Sir Michael McNair-Wilson
1249,"McNair-Wilson, Patrick",Sir Patrick McNair-Wilson,Sir Patrick McNair-Wilson
919,"McNally, L.",Lord McNally,The Rt Hon. the Lord McNally
375,"McNamara, Kevin",Mr Kevin McNamara,Mr Kevin McNamara
1546,"MacNeil, Angus Brendan",Mr Angus Brendan MacNeil,Mr Angus Brendan MacNeil MP
176,"McNulty, Tony",Mr Tony McNulty,Rt Hon Tony McNulty
4093,"McPartland, Stephen",Stephen McPartland,Stephen McPartland MP
1357,"McQuade, John",John McQuade,John McQuade
1349,"McQuarrie, Albert",Sir Albert McQuarrie,Sir Albert McQuarrie
393,"MacShane, Denis",Mr Denis MacShane,Mr Denis MacShane
711,"McTaggart, Robert",Robert McTaggart,Robert McTaggart
12,"Mactaggart, Fiona",Fiona Mactaggart,Fiona Mactaggart MP
4084,"McVey, Esther",Esther McVey,Rt Hon Esther McVey MP
65,"McWalter, Tony",Mr Tony McWalter,Mr Tony McWalter
517,"McWilliam, John",Mr John McWilliam,Mr John McWilliam
912,"Madden, Max",Max Madden,Max Madden
685,"Maddock, B.",Baroness Maddock,The Baroness Maddock
6,"Madel, David",Sir David Madel,Sir David Madel
1368,"Magee, Bryan",Bryan Magee,Bryan Magee
648,"Maginnis of Drumglass, L.",Lord Maginnis of Drumglass,The Lord Maginnis of Drumglass
1032,"Maguire, Frank",Frank Maguire,Frank Maguire
1392,"Mahmood, Khalid",Mr Khalid Mahmood,Mr Khalid Mahmood MP
3914,"Mahmood, Shabana",Shabana Mahmood,Shabana Mahmood MP
409,"Mahon, Alice",Alice Mahon,Alice Mahon
1568,"Main, Anne",Mrs Anne Main,Mrs Anne Main MP
1219,"Maitland, Olga",Lady Olga Maitland,Lady Olga Maitland
119,"Major, John",Mr John Major,Rt Hon John Major
4253,"Malhotra, Seema",Seema Malhotra,Seema Malhotra MP
1509,"Malik, Shahid",Mr Shahid Malik,Mr Shahid Malik
109,"Malins, Humfrey",Mr Humfrey Malins,Mr Humfrey Malins
324,"Mallaber, Judy",Judy Mallaber,Judy Mallaber
652,"Mallon, Seamus",Mr Seamus Mallon,Mr Seamus Mallon
1272,"Malone, Gerald",Gerald Malone,Gerald Malone
500,"Mandelson, L.",Lord Mandelson,The Rt Hon. the Lord Mandelson
1387,"Mann, John",John Mann,John Mann MP
1273,"Mans, Keith",Keith Mans,Keith Mans
4162,"Maples, L.",Lord Maples,The Lord Maples
535,"Marek, John",Dr John Marek,Dr John Marek
1339,"Marks, Kenneth",Kenneth Marks,Kenneth Marks
1242,"Marland, Paul",Paul Marland,Paul Marland
913,"Marlow, Tony",Tony Marlow,Tony Marlow
1671,"Marquand, David",David  Marquand,David  Marquand
1468,"Marris, Rob",Rob Marris,Rob Marris
465,"Marsden, Gordon",Mr Gordon Marsden,Mr Gordon Marsden MP
275,"Marsden, Paul",Mr Paul Marsden,Mr Paul Marsden
1672,"Marsh, L.",Lord Marsh,The Rt Hon. the Lord Marsh
613,"Marshall, David",Mr David Marshall,Mr David Marshall
1320,"Marshall, Edmund",Dr Edmund Marshall,Dr Edmund Marshall
